0, 6.0948262214660645
1, 5.4115283489227295
2, 5.0133056640625
3, 4.298078536987305
4, 5.9045233726501465
5, 6.293478488922119
6, 4.51444149017334
7, 6.296008348464966
8, 5.626564264297485
9, 5.823199272155762
10, 4.180368661880493
11, 5.497044324874878
12, 6.497979640960693
13, 6.025231122970581
14, 6.931557655334473
15, 6.771073341369629
16, 6.604498386383057
17, 6.604512929916382
18, 6.203624486923218
19, 5.79409646987915
20, 6.0096869468688965
21, 6.4046032428741455
22, 5.91539192199707
23, 6.505526542663574
24, 5.690345525741577
25, 4.512357950210571
26, 4.1960508823394775
27, 6.2004876136779785
28, 5.486385107040405
29, 4.717180013656616
30, 5.9838879108428955
31, 5.702534437179565
32, 6.105773448944092
33, 5.791849851608276
34, 4.99174165725708
35, 5.611490964889526
36, 5.297393083572388
37, 4.690193176269531
38, 4.4052252769470215
39, 6.000895261764526
40, 6.004631519317627
41, 5.401501417160034
42, 4.800707101821899
43, 5.500849723815918
44, 5.896978139877319
45, 6.888137102127075
46, 7.112884283065796
47, 6.988568305969238
48, 4.999984264373779
49, 5.416495084762573
