0, 2.8999786376953125
1, 1.8096144199371338
2, 1.7776875495910645
3, 2.804255723953247
4, 2.7205631732940674
5, 2.974544048309326
6, 2.608990430831909
7, 2.7034199237823486
8, 3.1019134521484375
9, 3.0851147174835205
10, 2.818716287612915
11, 2.883877992630005
12, 2.5217785835266113
13, 2.6956379413604736
14, 2.882654905319214
15, 2.7383718490600586
16, 2.567096710205078
17, 2.310809850692749
18, 2.19820237159729
19, 2.2065303325653076
20, 1.79188871383667
21, 2.7034823894500732
22, 2.283555030822754
23, 2.216768264770508
24, 2.197265148162842
25, 2.6898674964904785
26, 1.8959734439849854
27, 2.8089263439178467
28, 2.611013889312744
29, 3.294630765914917
30, 2.901109457015991
31, 2.197566032409668
32, 1.7879877090454102
33, 1.8993630409240723
34, 2.4995830059051514
35, 2.9191105365753174
36, 2.505112886428833
37, 3.0808000564575195
38, 2.8974390029907227
39, 2.505516767501831
40, 2.294137477874756
41, 2.6124603748321533
42, 2.5963940620422363
43, 2.3976058959960938
44, 2.2898476123809814
45, 2.317078113555908
46, 2.4905009269714355
47, 2.7074809074401855
48, 2.8838889598846436
49, 3.114964246749878
